,reactions,size,DM_C80aPHA,biomass,fva_min,fva_max
0,"{'P5CD', 'UPPN', 'GLXCL', 'ABTA'}",4,1.2666366005595522,0.17310345807275412,0.0,1.890000000000006
1,"{'CSPMDDH', 'UPPN', 'MDH', 'GLXCL'}",4,1.2809545273126863,0.16565189730911722,0.0,1.89
2,"{'UPPN', 'MDH', 'TALA', 'GGDAPDxr'}",4,1.2963030524621642,0.16994142986290178,0.0,2.253642384105961
3,"{'GLYALDDr', 'UPPN', 'CS', 'GGDAPDxr'}",4,1.2918500880418318,0.16788466468186966,0.0,2.211572327044025
4,"{'UPPN', 'GGSPMDS', 'CS', 'MALS'}",4,1.554402206891426,0.1217654366384684,0.0,2.2475524475524473
5,"{'P5CD', 'CS', 'ABTA', 'MALS'}",4,0.5801400898312312,0.2687731422534664,0.4742210418707199,0.7123540528198512
6,"{'UPPN', 'CS', 'GGDAPAH', 'MALS'}",4,1.554388987254249,0.12176543663811538,0.0,2.2475524475524487
7,"{'UPPN', 'MDH', 'GLXCL', 'GGDAPDxr'}",4,1.2809545273127456,0.1656518973091082,0.0,1.889999999999999
8,"{'UPPN', 'GLXCL', 'ABTA', 'FALDM'}",4,1.2666415763603853,0.17310253887581184,0.0,1.89
9,"{'UPPN', 'GGDAPDxr', 'MALS', 'CS', 'FALDM'}",5,1.5543895536843453,0.12176463665234709,0.0,2.24755244755245
